4.028, -4.904, 0.000, 0.000, 0.000, 0.000, 1.000, 1.0
4.110, -4.905, 0.000, 0.000, 0.000, 0.725, 0.689, 1.0
4.190, -4.340, 0.000, 0.000, 0.000, 0.104, 0.864, 1.0
4.465, -4.018, 0.000, 0.000, 0.000, 0.315, 0.949, 1.0
4.911, -3.697, 0.000, 0.000, 0.000, 0.106, 0.994, 1.0
5.102, -3.166, 0.000, 0.000, 0.000, -0.003, 1.000, 1.0
5.812, -3.404, 0.000, 0.000, 0.000, 0.979, 0.206, 1.0
4.028, -4.904, 0.000, 0.000, 0.000, 0.000, 1.000, .1
4.110, -4.905, 0.000, 0.000, 0.000, 0.725, 0.689, .1
4.190, -4.340, 0.000, 0.000, 0.000, 0.104, 0.864, .1
4.465, -4.018, 0.000, 0.000, 0.000, 0.315, 0.949, .1
4.911, -3.697, 0.000, 0.000, 0.000, 0.106, 0.994, .1
5.102, -3.166, 0.000, 0.000, 0.000, -0.003, 1.000, .1
5.812, -3.404, 0.000, 0.000, 0.000, 0.979, 0.206, .1
